duskoiliotēta	duskoil.	Greek, Modern (1453- )
Düsseldorf	Düsseld.	German
Düsseldorfer	Düsseld.	German
důstoj-	důstoj.	Czech
duszpaster-	duszp.	Polish
Dutik-	Dut.	Greek, Modern (1453- )
dutikomakedonik-	dutikomaked.	Greek, Modern (1453- )
duurzaam	duurz.	Dutch
duvan-	duvan.	Serbian
duvanjsk-	duvanj.	Croatian
duvavelsförening	duvavelsfören.	Swedish
dvadcatyj	dvadc.	Russian
dversif-	diversif.	English
dvigatelʹ	dvig.	Russian
dvigatelestroen-	dvigatelestr.	Russian
dvikova	dvik.	Lithuanian
dviženie	dviž.	Russian
dvojezicen	dvojezic.	Slovenian
Dvořak-	Dvořak.	Czech
dvuhelektronn-	dvuhelektron.	Russian
dvuhgod-	dvuhgod.	Russian
dwelling	dwell.	English
dwibulanan	dwibulan.	Indonesian
dwumiesie̢czn-	dwumies.	Polish
dychových	dych.	Slovak
dydakty-	dydakt.	Polish
dydd-	dydd.	Welsh
dye-	dye.	English
dyestuff-	dyest.	English
dyfuz-	dyfuz.	Polish
dygtig	dygt.	Danish
dykning	dykn.	Danish
dynamic-	dyn.	English
dynamiek	dyn.	Dutch
dynamiik-	dyn.	Finnish
Dynamik-	Dyn.	German
dynamique	dyn.	French
Dynamisch-	Dyn.	German
dynamisk-	dyn.	Norwegian, Danish, Swedish
dynamisme	dyn.	French
dynasti-	dynast.	Multiple languages
dyplomow-	dypl.	Polish
dyreavdeling	dyreavd.	Norwegian
dyrektor-	dyr.	Polish
dyreplag-	dyreplag.	Norwegian
dyresjukdom	dyresjukd.	Norwegian
dyrk-	dyrk.	Danish
dyrlægeforening-	dyrlægeforen.	Norwegian, Danish
dyrygent-	dyryg.	Polish
dysentery	dysent.	English
dysfunction	dysfunct.	English
Dysgrammatismus	Dysgrammat.	German
Dyskalkulie	Dyskalkul.	German
dysmorpholog-	dysmorphol.	English
dystryb-	dystryb.	Polish
dzanskij	dzan.	Russian
dzârzaun-	dzârz.	Belarussian, Russian
dzemdētāj-	dzemdēt.	Latvian
dzemdniecība	dzemdniec.	Latvian
džep-	džep.	Croatian
džezkazgansk-	džezkazg.	Russian
działacz-	dział.	Polish
działalność	dział.	Polish
działkow-	działk.	Polish
dzianina	dzian.	Polish
dziecie̢cy	dziec.	Polish
dziednieks	dziedn.	Latvian
dzi̇edzin-	dziedz.	Polish
dziennik	dz.	Polish
dziennikar-	dzienn.	Polish
dzierżonowsk-	dzierżon.	Polish
dziesie̢tn-	dzies.	Polish
dziewcz-	dziewcz.	Polish
džoker-	džoker.	Croatian
dźwignik	dźwig.	Polish
dzyarzhawn-	dzyarzh.	Belarussian
earner	earn.	English
earning-	earn.	English
earthquake	earthq.	English
eastern	east.	English
eastland	eastl.	English
eating	eat.	English
ebdom-	ebd.	Greek, Modern (1453- )
ébénisterie	ébén.	French
Ebersberg	Ebersb.	German
eborenses	eborens.	Portuguese
éburnéen-	éburn.	French
ecclesia	eccles.	Latin
ecclésial	ecclés.	French
ecclesiast-	eccles.	English
ecclésiast-	ecclés.	French
eceran	ecer.	Indonesian
échantillon	échantill.	French
échappe-	échapp.	French
echipament-	echip.	Romanian
echocardiograph-	echocardiogr.	English
échograph-	échogr.	French
Echterdingen	Echterding.	German
Eckenheim	Eckenh.	German
éclaboussure	éclabouss.	French
éclairage	éclair.	French
éclat-	éclat.	French
eclectic	eclect.	English
eclesiastic-	ecles.	Spanish
eclêtic-	eclêt.	Portuguese
eclipsing	eclips.	English
éclosion	éclos.	French
ecobiology	ecobiol.	English
écodévelopp-	écodév.	French
écofaunistique	écofaun.	French
ecogeograph-	ecogeogr.	English
ecografia	ecogr.	Italian
écographie	écogr.	French
ecohydrolog-	ecohydrol.	English
école	éc.	French
écolier	éc.	French
ecolog-	ecol.	French, English
ecolox-	ecol.	Galician
ecomateria-	ecomater.	English
écomusée	écomus.	French
econografía	econogr.	Spanish
econom-	econ.	French, English
econometri-	econom.	Multiple languages
économétri-	économ.	French
econotécnia	econotéc.	Spanish
écopathologie	écopathol.	French
ecophysiolog-	ecophysiol.	English, French
écossais	écoss.	French
ecosystem-	ecosyst.	English, French
ecotextil-	ecotext.	English
ecotoxicology	ecotoxicol.	English
ecoturism	ecotur.	English
ecoturística	ecotur.	Spanish
écoulement	écoul.	French
ecran-	ecran.	Romanian
écrit-	écrit.	French
ecuación	ecu.	Spanish
Ecuador	Ecuad.	Spanish
Ecuator-	Ecuat.	English, French
ecuestre	ecuest.	Spanish
ecumènic	ecum.	Catalan
ecumenical	ecum.	English
ecumenico	ecum.	Spanish
écuménique	écum.	French
eczacı-	eczacı.	Turkish
edafolog-	edafol.	Greek, Modern (1453- )
edebiyat-	edeb.	Turkish
edelmetaal-	edelmet.	Dutch
Edelmetall-	Edelmet.	German
Edelreis-	Edelreis.	German
Edelsteinforschung	Edelsteinforsch.	German
Edelsteinkunde	Edelsteinkd.	German
ederr-	ederr.	Basque
Edessaïka	Edess.	Greek, Modern (1453- )
edição	ed.	Portuguese
edició	ed.	Catalan, Galician
edición	ed.	Spanish
édific-	édif.	French
édifier	édif.	French
edil-	edil.	Italian
ēdināš-	ēdināš.	Latvian
Edinburgh	Edinb.	English
edinic-	edin.	Russian
edinoj	edin.	Russian
edinstvo	edin.	Bulgarian
edisi	ed.	Indonesian
edistämi-	edist.	Finnish
edistyksellinen	edist.	Finnish
edistys	edist.	Finnish
edisyong	ed.	
edit-	ed.	English, French
editorial	editor.	Spanish, English
éditorial	éditor.	French
ediz-	ed.	Italian
Edmonton	Edmont.	English
educa-	educ.	Spanish, French, English
educology	educol.	English
edukac-	edukac.	Lithuanian
edukacja	eduk.	Polish
edukacyjn-	eduk.	Polish
edukatie	eduk.	Dutch
edukator	eduk.	Croatian
edukimi	eduk.	Albanian
edukologija	edukol.	Lithuanian
éduquer	éduq.	French
eduskunta	edusk.	Finnish
edustaja	edust.	Finnish
Edward	Edw.	English
edytorstwo	edyt.	Polish
Eemland	Eeml.	Dutch
eenheden	eenh.	Dutch
eenvorming	eenvorm.	Dutch
eerstelijnsactiviteit-	eerstelijnsact.	Dutch
eerstelijnsgezondheidszorg	eerstelijnsgezondheidsz.	Dutch
eersteling	eerstel.	Dutch
eesrindlik	eesrind.	Estonian
Eesti-	Eest.	Estonian
eestlasse	eest.	Estonian
efarmoges	efarm.	Greek, Modern (1453- )
efarmos-	efarmos.	Greek, Modern (1453- )
efēbik-	efēb.	Greek, Modern (1453- )
efēbos	efēb.	Greek, Modern (1453- )
efectiv-	ef.	Spanish
efecto	ef.	Spanish
efectuada	ef.	Spanish
efekt-	ef.	Polish
efemerida	efem.	Russian
efēmerida	efēm.	Greek, Modern (1453- )
efeteiōn	efet.	Greek, Modern (1453- )
effect-	eff.	French, English
Effekt-	Eff.	German
èffekt-	èff.	Russian
effemerid-	effem.	Italian
effet-	eff.	French
effeuiller	effeuill.	French
efficac-	effic.	French
efficien-	effic.	English, French
Effizienz	Effiz.	German
effluent	effl.	English
eficacia	efic.	Spanish
eficièn-	efic.	Catalan
eficient-	efic.	Romanian
efikasnost	efik.	Bosnian
èfiromasličn-	èfiromasličn.	Russian
efnahagur	efnahag.	Icelandic
eforeiak-	efor.	Greek, Modern (1453- )
Eforeias	Efor.	Greek, Modern (1453- )
eforōn	efor.	Greek, Modern (1453- )
efterretning-	efterret.	Danish
égalité	égal.	French
Eganville	Eganv.	English
Egedesminde	Egedesm.	Danish
ēgemon-	ēgem.	Greek, Modern (1453- )
egentransport	egentransp.	Norwegian
egertērio	egertēr.	Greek, Modern (1453- )
egészség	egészs.	Hungarian
egészségkáros-	egészskáros.	Hungarian
egészségkultúra	egészskult.	Hungarian
egészséglélektan	egészslélekt.	Hungarian
egészségmegőrzés	egészsmegőrz.	Hungarian
egészségnevelés	egészsnev.	Hungarian
egészségpolitika	egészspolit.	Hungarian
egészségtudomány	egészstud.	Hungarian
egészségügy	eü.	Hungarian
egészségvéd-	egészsvéd.	Hungarian
Eggenfelden	Eggenf.	German
Eggesin-	Eggesin.	German
eggrafon	eggr.	Greek, Modern (1453- )
éghajlat	égh.	Hungarian
egipcio	egip.	Spanish
egiptología	egiptol.	Spanish
eǧirdir	eǧir.	Turkish
eǧitim-	eǧit.	Turkish
egkleist-	egkleist.	Greek, Modern (1453- )
egklēmatolog-	egklēmatol.	Greek, Modern (1453- )
egkolp-	egkolp.	Greek, Modern (1453- )
egkri-	egkr.	Greek, Modern (1453- )
egkuklopaid-	egkukl.	Greek, Modern (1453- )
egkumosunē	egkumos.	Greek, Modern (1453- )
Eglinton	Eglint.	English
egnens	egn.	Danish
egregious	egreg.	English
egres-	egr.	Spanish
egunkari-	egunk.	Basque
egyenlőség	egyenl.	Hungarian
egyesület	egyes.	Hungarian
egyetem	egy.	Hungarian
egyetemes	egyet.	Hungarian
egyeztet-	egyezt.	Hungarian
egyház	egyh.	Hungarian
egyházfórum	egyhfórum.	Hungarian
egyházkerület	egyhker.	Hungarian
egyházmegye	egyhm.	Hungarian
egyháztörténet	egyhtört.	Hungarian
egyiptológ-	egyiptol.	Hungarian
Egypten	Egypt.	Danish
egyptian	egypt.	English
égyptien	égypt.	French
égyptol-	égyptol.	French
egyptology	egyptol.	English
egység-	egys.	Hungarian
együttműköd-	együttm.	Hungarian
egzisztencia	egziszt.	Hungarian
egzotikus	egzot.	Hungarian
ehapohutûn	ehapohut.	Armenian
Ehelösung	Ehelös.	German
ehemalig	ehemal.	German
Eheschliessung	Eheschliess.	German
ehitus	ehit.	Estonian
ehkäis-	ehkäis.	Finnish
ehrenamtlich	ehrenamtl.	German
Eichsfeld-	Eichsf.	German
Eichstätter	Eichstätt.	German
Eiderstedt	Eiderst.	German
eidēs-	eidēs.	Greek, Modern (1453- )
Eidgenossenschaft	Eidgenoss.	German
eidgenössisch-	eidgenöss.	German
eiendomsutforming	eiendomsutform.	Norwegian
eigen-	eig.	German
eigendom	eigend.	Dutch
Eigenleistung	Eigenleist.	German
eigentliche	eigentl.	German
eigentümlich	eigentüml.	German
eikast-	eikast.	Greek, Modern (1453- )
eikastikōn	eikast.	Greek, Modern (1453- )
eikones	eik.	Greek, Modern (1453- )
eikonograf-	eikonogr.	Greek, Modern (1453- )
eikost-	eikos.	Greek, Modern (1453- )
Eildienst	Eild.	German
Eilendorf-	Eilend.	German
Einband	Einbd.	German
Einberufung	Einberuf.	German
Einbeziehung	Einbezieh.	German
eindexamen	eindexam.	Dutch
Eindhoven	Eindh.	English
Einfuhrbeschränken	Einfuhrbeschränk.	German
Einfuhrbestimmung	Einfuhrbestimm.	German
Einfuhrgenehmigung	Einfuhrgenehm.	German
einfuhrlizenzpflichtig	einfuhrlizenzpflicht.	German
Einfuhrpreis	Einfuhrpr.	German
Einfuhrprogramm	Einfuhrprogr.	German
Einfuhrregelung	Einfuhrregel.	German
Einführung	Einführ.	German
Einfuhrvorschrift	Einfuhrvorschr.	German
eingeführ-	eingef.	Afrikaans
eingemeindet	eingem.	Greek, Modern (1453- )
eingetragen	eingetrag.	German
Eingliederung	Einglied.	German
Eingruppierung	Eingrupp.	German
Einheit	Einh.	German
einheitlich	einh.	German
Einigung	Einig.	German
einkaleyf-	einkal.	Icelandic
einkaufen	einkauf.	German
Einkäufer	Einkäuf.	German
Einkaufsberater	Einkaufsberat.	German
Einkaufsführer	Einkaufsführ.	German
Einkaufspreis	Einkaufspr.	German
Einkommen	Einkomm.	German
Einleitung	Einleit.	German
einrichten	einricht.	German
Einrichtung-	Einricht.	German
Einsatzstoff-	Einsatzst.	German
einschlägig-	einschläg.	German
einschliesslich-	einschl.	German
Einsteiger	Einsteig.	German
Einstellung	Einstell.	German
Eintragung	Eintrag.	German
Einwanderer	Einwand.	German
Einwilligung	Einwillig.	German
Einwohner	Einw.	German
Einzelbericht	Einzelber.	German
Einzelbetreuung	Einzelbetreu.	German
Einzeldarstellung-	Einzeldarst.	German
Einzelentscheider	Einzelentscheid.	German
Einzelfrage	Einzelfr.	German
Einzelführer	Einzelführ.	German
Einzelhalbleiter	Einzelhalbleit.	German
Einzelhandel	Einzelhand.	German
Einzugsgebiet	Einzugsgeb.	German
Einzugsstellenprüfer	Einzugsstellenprüf.	German
eirēn-	eirēn.	Greek, Modern (1453- )
eiropas	eir.	Latvian
eisagōgē	eisag.	Greek, Modern (1453- )
eisēgmenon	eisēgm.	Greek, Modern (1453- )
Eisenbahn	Eisenb.	German
Eisenforschung-	Eisenforsch.	German
Eisenhandel	Eisenhand.	German
Eisenhändler	Eisenhändl.	German
Eisenhüttenkund-	Eisenhüttenkd.	German
eisenhüttenmännisch-	eisenhüttenmänn.	German
Eisenhüttenwesen	Eisenhüttenwes.	German
Eisenverarbeitend	Eisenverarb.	German
Eisenwerkstoff-	Eisenwerkst.	German
eisernen	eisern.	German
Eisleben-	Eisleb.	German
eisōdema	eisōd.	Greek, Modern (1453- )
eisprakt-	eisprakt.	Greek, Modern (1453- )
Eiszeitalter	Eiszeitalt.	German
Eiszeitforschung	Eiszeitforsch.	German
ejector	eject.	English
ejecución	ejec.	Spanish
ejecutivo	ejec.	Spanish
ejemplo	ej.	Spanish
ejendom	ejend.	Danish
ejendomshandl-	ejendomshandl.	Danish
ejercicio	ejerc.	Spanish
èkaterinodarsk-	èkaterinodar.	Russian
èkaterinoslavsk-	èkaterinosl.	Russian
ekdeloseon	ekdelos.	Greek, Modern (1453- )
ekdosis	ekd.	Greek, Modern (1453- )
ekdromik-	ekdrom.	Greek, Modern (1453- )
ekfrasē	ekfr.	Greek, Modern (1453- )
ekfrastiko	ekfr.	Greek, Modern (1453- )
ekipman-	ekip.	Turkish
ekklēs-	ekkl.	Greek, Modern (1453- )
ekklesiologisch-	ekklesiol.	German
ekkokkism-	ekkokk.	Greek, Modern (1453- )
eklaikeim-	eklaik.	Greek, Modern (1453- )
eklekta	ekl.	Greek, Modern (1453- )
eklogē	ekl.	Greek, Modern (1453- )
ekmathēsē-	ekmathēs.	Greek, Modern (1453- )
ekmetalleusis	ekmetall.	Greek, Modern (1453- )
ekohistorija	ekohist.	Croatian
ekokurier	ekokur.	Bulgarian
ekolog-	ekol.	Multiple languages
èkolog-	èkol.	Russian
ekologikommitt-	ekologikomm.	Swedish
ekološki	ekol.	Croatian
ekonoexamen	ekonoexam.	Swedish
ekonom-	ekon.	Multiple languages
èkonom-	èkon.	Russian
ekonometri	ekonom.	Turkish
ekonometria	ekonom.	Polish
ekonomik-	ekon.	Lithuanian
ekorozwój	ekorozw.	Polish
èkosistem-	èkosist.	Russian
ekotechnik-	ekotech.	Lithuanian
ekotechniky	ekotech.	Czech
ekotek-	ekotek.	Swedish
ekpaid-	ekpaid.	Greek, Modern (1453- )
ekran-	ekran.	Lithuanian
eksamen	eksam.	Danish
eksegeettisen	ekseg.	Finnish
eksegese	ekseg.	Danish
eksekutif	eksek.	Indonesian
eksempel	eks.	Danish
èkskavator-	èkskav.	Russian
eksklusif	eksklus.	Malay
ekskluziv	ekskluz.	Croatian
ekskursion	ekskur.	Danish
ekspedic-	eksped.	Slovenian, Serbian
èkspedic-	èksped.	Russian
ekspeditioner	eksped.	Danish
eksperiment-	eksp.	Slovenian, Serbian
èksperiment-	èksp.	Russian
èkspert-	èkspert.	Russian
ekspertyz-	ekspert.	Polish
eksperyment-	eksp.	Polish
èksplicitn-	èksplic.	Russian
eksploatac-	eksploat.	Croatian, Polish
eksplorasi	eksplor.	Indonesian
eksplozija	eksploz.	Croatian
èkspluataci-	èkspl.	Russian
ėksponat-	ėkspo.	Russian
èksport-	èksport.	Russian
ekspresas	ekspr.	Lithuanian
ekspresinformation	ekspresinf.	Danish
ekspresowy	ekspr.	Polish
eksternt	ekst.	Danish
èkstrakc-	èkstr.	Russian
ekstrakt	ekstr.	Danish
ekstrateut-	ekstrat.	Greek, Modern (1453- )
ekstremalʹn-	ekstrem.	Russian
ektas-	ektas.	Greek, Modern (1453- )
ektelōn-	ektelōn.	Greek, Modern (1453- )
ekteloumen-	ektel.	Greek, Modern (1453- )
ekteskapelig	ektesk.	Norwegian
ekthesis	ekth.	Greek, Modern (1453- )
èktoparazitolog-	èktoparazitol.	Russian
ekumeen-	ekum.	Finnish
ekumenik	ekum.	Swedish
èkvator-	èkvat.	Russian
ekzistencialʹn-	ekzistenc.	Russian
èkzogen-	èkzog.	Russian
elabor-	elabor.	Multiple languages
élabor-	élabor.	French
eläinlääk-	eläinl.	Finnish
eläinlääkarilehti	eläinlääkaril.	Finnish
eläinlääketieteellin-	eläinlääketiet.	Finnish
eläinlääkintö-	eläinlääkintöl.	Finnish
eläinvitieteelli-	eläinvitiet.	Finnish
elaiourg-	elaiourg.	Greek, Modern (1453- )
eläkeliito	eläkel.	Finnish
eläketurvakeskus	eläketurvak.	Finnish
elamispin-	elamisp.	Estonian
élarg-	élarg.	French
elasticity	elast.	English
elastisch	elast.	German
elastohydrodynami-	elastohydrodyn.	English
élastomère	élastom.	French
elastomerov	elastom.	Russian
elastoplasti-	elastoplast.	Multiple languages
elavul-	elav.	Hungarian
elbeforschung-	elbeforsch.	German
Elberfeld	Elberf.	German
elbeszél-	elbesz.	Hungarian
Elbinger	Elbing.	German
elbírál-	elbír.	Hungarian
Elbla̢g	Elbl.	Polish
elbla̢sk-	elbl.	Polish
elbow	elb.	English
Elchingen	Elch.	German
elderly	elder.	English
elección	elecc.	Spanish
elected	elect.	English
élection	élect.	French
elective	elect.	English
electoral	elect.	English, French
electric-	electr.	English, French
électrific-	électrif.	French
électrique	électr.	French
électroacousti-	électroacoust.	French
electroactiv-	electroact.	English
electroacustic-	electroacust.	Spanish
electroanaly-	electroanal.	French, English
electroanesthes-	electroanesth.	English, French
électrocalorifique-	électrocalorif.	French
electrocardiograph-	electrocardiogr.	French, English
electrocardiology	electrocardiol.	English
électrocataly-	électrocatal.	French
electrochem-	electrochem.	German, English
electrochemotherap-	electrochemother.	English
électrochim-	électrochim.	French, Romanian, Italian
electrochromatograph-	electrochromatogr.	English
electrocomponent	electrocompon.	English
electrodeposition	electrodepos.	English
electrodepositor	electrodepos.	English
electrodiagnostic	electrodiagn.	English
electrodomestic-	electrodomest.	Spanish
electrodynami-	electrodyn.	English
electroencefalogr-	electroencefalogr.	Spanish
electroencephalograph-	electroencephalogr.	French, English
electroenerget-	electroenerg.	English, French
electroexplosive-	electroexplos.	English
electrofisiolog-	electrofisiol.	Multiple languages
electrofiziolog-	electrofiziol.	Romanian
electrogenetherap-	electrogenether.	English
electroimmunochemi-	eletroimmunochem.	Multiple languages
electrokineti-	electrokinet.	English
electrolog-	electrol.	French, English
electromagneti-	electromagn.	English, French
électromécani-	électroméc.	French
electromecanic-	electromec.	Romanian
electromedic-	electromed.	English
électromédic-	électroméd.	French
electrometallurg-	electrometall.	English, French
électromètr-	électrom.	French
electromigrati-	electromigr.	English
electromyograph-	electromyogr.	English, French
electróni-	electrón.	Spanish
electronmicroscop-	electronmicrosc.	English
electroorgani-	electroorg.	English
electrophore-	electrophor.	French, English
électrophotograph-	électrophotogr.	French
electrophysiolog-	electrophysiol.	English, French
electroplat-	electroplat.	French, English
electroquimi-	electroquim.	Spanish
electrorefining	electrorefin.	English
electrostatic-	electrost.	English
électrostatique	électrost.	French
electrotechni-	electrotech.	French, English
electrotechnolog-	electrotechnol.	English
electrotecni-	electrotec.	Italian, Spanish
electrotehni-	electroteh.	Romanian
electrotherap-	electrother.	French, English
electrothermal-	electrotherm.	English
électrothermie	électrotherm.	French
eleftheros	elefth.	Greek, Modern (1453- )
elegantissim-	elegantiss.	Italian
elegktik-	elegk.	Greek, Modern (1453- )
eleitoral	eleit.	Portuguese
èlektrič-	èlektr.	Russian
elektrick-	elektr.	Czech
elektrie	elektr.	Afrikaans
elektrifik-	elektrif.	Lithuanian
èlektrifik-	èlektrif.	Russian
elektrifits-	elektrif.	Estonian
elektrik-	elektr.	Croatian
Elektrisch-	Elektr.	German
elektrisk-	elektr.	Swedish, Norwegian, Danish
Elektrizität	Elektr.	German
Elektroakustik-	Elektroakust.	Russian, German
èlektrobezopasnost-	èlektrobez.	Russian
Elektrochem-	Elektrochem.	German
elektrociepłown-	elektrociepł.	Polish
Elektrodenreaktion-	Elektrodenreakt.	German
èlektrodinami-	èlektrodin.	Russian
elektrodistribucija	elektrodistrib.	Serbian
èlektroenerg-	èlektroenerg.	Russian
èlektrofizi-	èlektrofiz.	Russian
èlektrofiziolog-	èlektrofiziol.	Russian
èlektrofor-	èlektrofor.	Russian
èlektrofotometr-	èlektrofotom.	Russian
Elektrohandwerk	Elektrohandw.	German
elektrohemi-	elektrohem.	Serbian
èlektrohimi-	èlektrohim.	Russian
èlektroindustr-	èlektroind.	Russian
elektroinstallatør	elektroinstall.	Norwegian
elektroinž-	elektroinž.	Croatian
èlektroizol-	èlektroizol.	Russian
elektroizolačna	elektroizol.	Slovak
Elektrokardiodiagnos-	Elektrokardiodiagn.	German
èlektrokatali-	èlektrokatal.	Russian
èlektrokerami-	èlektrokeram.	Russian
elektrokimi-	elektrokim.	Georgian
èlektrokineti-	èlektrokinet.	Russian
èlektrolitič-	èlektrolit.	Russian
ēlektrolog-	ēlektrol.	Greek, Modern (1453- )
èlektrolûminescenc-	èlektrolûmin.	Russian
elektromagnetyzm	elektromagn.	Polish
èlektromagnitn-	èlektromagn.	Russian
elektromaszynowy	elektromasz.	Polish
Elektromedizin-	Elektromed.	German
èlektromehani-	èlektromeh.	Russian
Elektromeister	Elektromeist.	German
Elektrometallurg-	Elektrometall.	German, Russian
èlektrometr-	èlektrom.	Russian
elektromos	elektr.	Hungarian
elektromotor-	elektromot.	Dutch
ēlektron-	ēlektron.	Greek, Modern (1453- )
Elektronenmikroskop-	Elektronenmikrosk.	German
Elektronenphysik-	Elektronenphys.	German
Elektronentheor-	Elektronentheor.	German
elektroni-	elektron.	German, Finnish, Latvian
èlektronik-	èlektron.	Russian
elektronioptiik-	elektroniopt.	Finnish
elektronmikroskopieverenig-	elektronmikroskopiever.	Afrikaans
elektronmikroszkóp	elektronmikroszk.	Hungarian
èlektronn-	èlektron.	Russian
èlektronograf-	èlektronogr.	Russian
elektronow-	elektron.	Polish
èlektrooborudovanie	èlektrooborud.	Russian
Elektroofentechni-	Elektroofentech.	German
èlektropatolog-	èlektropatol.	Russian
Elektrophysik	Elektrophys.	German
èlektroprivodov	èlektroprivod.	Russian
elektroprivreda	elektroprivr.	Croatian
elektropromišlen-	elektroprom.	Bulgarian
èlektropromyšlenn-	èlektroprom.	Russian
èlektrosintez-	èlektrosint.	Russian
èlektrostanc-	èlektrostn.	Russian
elektrostaty-	elektrost.	Polish
elektrostrojar-	elektrostroj.	Croatian
èlektrosvaročnogo	èlektrosvar.	Russian
èlektrosvâz-	èlektrosvâz.	Russian
elektrotech.	elektrotech.	Polish, Czech
elektrotechnologia	elektrotechnol.	Polish
èlektrotehni-	èlektroteh.	Russian, Serbian
èlektrotehnolog-	èlektrotehnol.	Russian
elektrotekni-	elektrotek.	Norwegian, Swedish, Danish
èlektrotermičesk-	èlektroterm.	Russian
èlektrougolʹn-	èlektrougolʹn.	Russian
èlektrovakuum-	èlektrovak.	Russian
èlektrovozostroen-	èlektrovozostr.	Russian
elektrownia	elektrow.	Polish
elektry-	elektr.	Polish
elektryfikac-	elektryf.	Polish
élelmezés	élelmez.	Hungarian
élelmezésipar	élelmezip.	Hungarian
élelmezésügy	élelmezü.	Hungarian
élelmiszer	élelm.	Hungarian
élelmiszerellenőrz-	élelmellen.	Hungarian
élelmiszerfizika	élelmfiz.	Hungarian
élelmiszergazdaság	élelmgazd.	Hungarian
élelmiszergépipar	élelmgépip.	Hungarian
élelmiszeripar	élelmip.	Hungarian
élelmiszerkémia	élelmkém.	Hungarian
élelmiszertudomány	élelmtud.	Hungarian
élelmiszervizsgálat	élelmvizsg.	Hungarian
elemen	elem.	Indonesian
element-	elem.	English, French
élément	élém.	French
èlement-	èlem.	Russian
elementoorgani-	elementoorg.	Multiple languages
elementspurenanalys-	elementspurenanal.	German
elemzés	elemz.	Hungarian
elenc-	elenc.	Italian
életforduló	életford.	Hungarian
életminőség	életmin.	Hungarian
életminőségkutat-	életminkut.	Hungarian
életrajz	életr.	Hungarian
eletric-	eletr.	Catalan
eletroanalit-	eletroanal.	Portuguese
életszínvonal	életszínv.	Hungarian
élettan	élett.	Hungarian
elettric-	elettr.	Italian
elettrific-	elettrif.	Italian
elettroacustica	elettroacust.	Italian
elettrochìmi-	elettrochìm.	Italian
elettrodomèst-	elettrodomèst.	Italian
elettroencefalogr-	elettroencefalogr.	Italian
elettròni-	elettròn.	Italian
elettrotècni-	elettrotèc.	Italian
eleutheros	eleuth.	Greek, Modern (1453- )
eleutherot-	eleutherot.	Greek, Modern (1453- )
elev-	elev.	Romanian
élev-	élev.	French
eleva-	elev.	Spanish
èlevatorn-	èlevat.	Russian
elfogad-	elfog.	Hungarian
elhelyezked-	elhelyk.	Hungarian
ēliak-	ēliak.	Greek, Modern (1453- )
ēlianth-	ēlianth.	Greek, Modern (1453- )
elicicoltur-	elicicolt.	Italian
eligible	elig.	English
elimin-	elimin.	English
élimin-	élimin.	French
elinkeinoelämä	elinkeinoel.	Finnish
elinkeinohallitus	elinkeinohall.	Finnish
elintarviketalous	elintarviketal.	Finnish
Elisabethville	Elisabethv.	French
élit-	élit.	French
elitkutat-	elitkut.	Hungarian
elizabeth-	elizab.	English
Elizabethan	Elizab.	English
eljárás	eljár.	Hungarian
elkészül-	elkész.	Hungarian
Ellas	Ell.	Greek, Modern (1453- )
ellátás	ellát.	Hungarian
Ellēnikos	Ell.	Greek, Modern (1453- )
ellēnoaustral-	ellēnoaust.	Greek, Modern (1453- )
ellēnoboulg-	ellēnoboulg.	Greek, Modern (1453- )
ellēnogallik-	ellēnogall.	Greek, Modern (1453- )
ellēnoger-	ellēnoger.	Greek, Modern (1453- )
ellēnohrist-	ellēnohrist.	Greek, Modern (1453- )
ellēno-ital-	ell.-ital.	Greek, Modern (1453- )
ellenokanadikos	ellenokan.	Greek, Modern (1453- )
ellēno-kanadikos	ell.-kan.	Greek, Modern (1453- )
Ellēnokinez-	Ellēnokin.	Greek, Modern (1453- )
ellenőrz-	ellen.	Hungarian
ellēnotourk-	ellēnotourk.	Greek, Modern (1453- )
ellēnotsehosl-	ellēnotseh.	Greek, Modern (1453- )
ellipsometr-	ellipsom.	Russian
Elmbridge	Elmb.	English
elmélet	elm.	Hungarian
elmeorvos	elmeorv.	Hungarian
elmler-	elml.	Azerbaijani
Elmwood	Elmw.	English
elnökség	eln.	Hungarian
előad-	ea.	Hungarian
előadás	ea.	Hungarian
előadáskivonat	eakiv.	Hungarian
előadássorozat	easor.	Hungarian
előadóművész	eaműv.	Hungarian
előállít-	előáll.	Hungarian
előállítás	előáll.	Hungarian
előírás	előír.	Hungarian
előjegyzés	előjz.	Hungarian
előkészít-	előkész.	Hungarian
előkészítés	előkész.	Hungarian
elokuvakalenteri	elokuvakal.	Finnish
elokuvakesk-	elokuvak.	Finnish
előregyártás	előregyárt.	Hungarian
eloszt-	eloszt.	Hungarian
előzetes	előz.	Hungarian
El Salvador	El Salv.	Spanish
elsässer	elsäss.	German
Elsfleth-	Elsfleth.	German
elsődleges	elsődl.	Hungarian
Élucidation	Élucid.	French
elusive	elus.	English
elveti-	elv.	Italian
Emailkongres-	Emailkongr.	German
émaillerie	émaill.	French
Emailletechni-	Emailletech.	German
emakeel-	emak.	Estonian
èmalirov-	èmal.	Russian
emanad-	eman.	Spanish
emancip-	emancip.	English
Emanzipation	Emanzip.	German
Ēmathie	Ēmath.	Greek, Modern (1453- )
emathiu	emath.	Greek, Modern (1453- )
ematolog-	ematol.	Italian
emballage	emball.	French
embed-	embed.	English
embedseksamen	embedseks.	Danish
ember	emb.	Hungarian
emberközel-	embközel.	Hungarian
